도서관명,주소,전화번호,팩스번호,위도,경도,홈페이지,휴관일,도서관코드,운영시간,도서수
부산광역시립구포도서관,부산광역시 북구 백양대로1016번다길 43,051-330-6300,051-343-6191,35.1939846,128.995975,http://www.gupolib.or.kr/,"매월 첫째주, 둘째주 월요일 / 법정공휴일, 기타 관장이 필요하다고 인정하는 날",121003,07:00~23:00,445761
부산광역시립명장도서관,부산광역시 동래구 명안로46번길 35,051-527-0582,051-526-1772,35.2008549,129.1065573,http://real.mjlib.kr/,"매월 첫째주, 둘째주 월요일 / 국가지정 공휴일, 도서관장이 자료의 정리 및 기타 사유로 휴관이 필요하다고 인정하는 날",121015,07:00 ~ 22:00,261279
부산광역시립부전도서관,부산광역시 부산진구 동천로 79,051-802-5901,051-803-5398,35.1558256,129.0620476,http://www.bjl.go.kr/,"매월 셋째주, 넷째주 월요일 / 국경일, 정부지정공휴일, 기타 관장이 필요하다고 인정하는 날",121005,07:00~23:00,421592
부산광역시립사하도서관,부산광역시 사하구 승학로 247,051-203-0571,051-203-9243,35.103086,128.991053,http://www.sahalib.kr/,"매월 첫째주, 둘째주 월요일 / 국경일, 정부지정공휴일, 도서의 정리 및 기타 사유로 휴관이 필요하다고 인정하는 날",121006,07:00-23:00,247955
부산광역시립시민도서관,부산광역시 부산진구 월드컵대로 462,051-810-8200,051-817-3599,35.183443,129.050125,http://www.siminlib.go.kr/,"매월 마지막주 월요일 / 국가공휴일, 특별한 사유 발생으로 도서관장이 지정한 날",121008,오전 07시 ~ 오후 23시,975571
부산광역시립중앙도서관,부산광역시 중구 망양로193번길 146,051-250-0300,051-250-0390,35.1101431,129.02716,http://www.joonganglib.busan.kr/,"매월 첫째주, 둘째주 월요일 / 일요일을 제외한 관공서의 공휴일, 도서관장이 도서관의 정리 및 기타 사유로 휴관이 필요하다고 인정하는 날",121012,07:00~23:00,408623
부산광역시립해운대도서관,부산광역시 해운대구 양운로 183,051-7090-900,051-704-6622,35.1688654,129.155631,http://www.haeundaelib.or.kr/,"매월 셋째주, 넷째주 월요일 / 정부지정 국경일, 공휴일",126024,07:00~23:00,269468
부산영어도서관,부산광역시 부산진구 가야대로 734,051-818-2800,051-818-2810,35.157444,129.051661,http://www.bel.go.kr,"매월 첫째·둘째 주 월요일 / 일요일을 제외한 관공서의 공휴일(단, 일요일이 공휴일일 경우에는 휴관), 관장이 도서의 정리 및 기타 사유로 휴관이 필요하다고 인정하는 날",126014,09:00 - 21:00,72313
부석작은도서관,충청남도 서산시 부석면 취평2길 26-13,070-4366-2588,-,36.715289,126.394067,http://www.seosan.go.kr/citylib/index.do,"매주 월요일, 일요일 / 국경일, 임시공휴일",144123,-,15727
부천시립꿈빛도서관,경기도 부천시 신흥로275번길 19,032-625-4622,032-625-4639,37.50817,126.773731,http://www.bcl.go.kr/,매주 월요일 / 법정공휴일,141065,07:00~22:00,214791
부천시립꿈여울도서관,경기도 부천시 까치로 103,032-625-4688,032-625-4699,37.5155641,126.805529,http://www.bcl.go.kr/,매주 금요일 / 법정공휴일,141248,월요일-목요일 09:00-21:00 / 토-일요일 09:00-17:00,103826
부천시립도당도서관,경기도 부천시 부천로 360,032-625-4500,032-625-4504,37.5191835,126.7919202,http://www.bcl.go.kr/,"매주 월요일, 일요일 / 법정공휴일",141583,화-토요일 10:00~19:00,17720
부천시립동화도서관,경기도 부천시 장말로 107,032-625-4650,032-625-4659,37.4949031,126.7543519,http://www.bcl.go.kr/,"매주 월요일, 일요일 / 법정공휴일",141315,"화~토요일, 09:00~18:00",18787
부천시립북부도서관,경기도 부천시 삼작로301번길 5,032-625-4605,032-625-4619,37.5205458,126.794658,http://www.bcl.go.kr/,매주 월요일 / 법정공휴일,141056,열람실 07:00~22:00 자료실 09:00~22:00(평일) 09:00~17:00(주말),178924
부천시립상동도서관,경기도 부천시 상이로 12,032-625-4705,032-625-4559,37.490218,126.744649,http://www.bcl.go.kr/,매주 금요일 / 법정공휴일,141321,자료실-평일09:00~22:00 토일09:00~17:00 / 열람실-07:00~22:00,173207
부천시립송내도서관,경기도 부천시 경인로92번길 33,032-625-4515,032-625-4519,37.4849885,126.771038,http://www.bcl.go.kr/,매주 금요일 / 법정공휴일,141559,07:00~22:00,73831
부천시립심곡도서관,경기도 부천시 성무로 24,032-625-4588,032-625-4599,37.4803981,126.783837,http://www.bcl.go.kr/,매주 월요일 / 법정공휴일,141043,295일(2011.12.31.기준),214704
부천시립오정도서관,경기도 부천시 성오로 172,032-625-4106,032-625-4119,37.528314,126.7960717,http://www.bcl.go.kr/,매주 금요일 / 법정공휴일,141584,-,54850
부천시립원미도서관,경기도 부천시 소사로 456,032-625-4723,032-625-4719,37.4990095,126.798221,http://www.bcl.go.kr/,매주 월요일 / 법정공휴일,141535,"자료실-화~금(09:00-22:00), 토~일(09:00-17:00), 열람실- 07:00-23:00",325677
부천시립책마루도서관,경기도 부천시 심중로 121,032-625-4645,032-625-4649,37.4939282,126.770049,http://www.bcl.go.kr/,매주 월요일 / 법정공휴일,141115,09:00 ~ 18:00 (토.일 09:00~17:00),111587
부천시립한울빛도서관,경기도 부천시 소사로 107,032-625-4670,032-625-4679,37.4679263,126.796549,http://www.bcl.go.kr/,매주 금요일 / 법정공휴일,141151,"월-목(09:00-18:00, 종합자료실 09:00-22:00) 토-일(09:00-17:00)",120457
부평구립 갈산도서관,인천광역시 부평구 주부토로 254,032-362-0261,032-362-0230,37.517625,126.727425,http://www.bppl.or.kr/,매주 월요일 / 법정공휴일,128040,09:00-18:00,26782
부평구립 부개도서관,인천광역시 부평구 부일로83번길 46,032-505-0062,032-505-0066,37.491019,126.739721,http://www.bppl.or.kr/,매주 월요일 / 법정공휴일,128057,화~금요일 09;00~22:00 / 토~일요일 09:00~18:00,52077
부평구립 부개어린이도서관,인천광역시 부평구 동수로 166,032-505-1131,032-505-0460,37.4855358,126.737013,http://www.bppl.or.kr/,매주 월요일 / 법정공휴일,128035,9:00~18:00,21333
부평구립 삼산도서관,인천광역시 부평구 부평북로 445,032-330-7012,032-330-7015,37.5222385,126.743041,http://www.bppl.or.kr/,매주 월요일 / 법정공휴일,128056,09:00~18:00,57624
부평구립 청천도서관,인천광역시 부평구 원길로 23,032-330-9171,032-330-9174,37.5059306,126.714393,http://www.bppl.or.kr/,매주 월요일 / 법정공휴일,128085,"화~금 09:00~22:00, 토~일 09:00~18:00",47830
부평기적의도서관,인천광역시 부평구 길주남로 166,032-505-0612,032-505-0614,37.503443,126.740173,http://www.bppl.or.kr/,매주 월요일 / 법정공휴일,128007,09:00~18:00(목요일은 오후 8시까지 개관),79981
북서울중학교,서울 도봉구 도봉로169가길 33,070-5090-1060,-,37.6813005,127.0430239,http://www.unilib.dobong.kr/,-,511015,-,28430
분성IPARK작은도서관,"경상남도 김해시 삼계로232, 현대I'PARK아파트 관리동 지하1층",055-331-5301,-,35.266828,128.868101,http://lib.gimhae.go.kr/03city/07_13_06.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148083,-,7891
불광천작은도서관,서울특별시 은평구 불광천길 370,02-308-3117,02-308-3778,37.3201871,127.0945017,http://lib.eplib.or.kr/,"매주 금요일 / 법정공휴일, 기타 도서관 사정에 의한 임시 휴관일",111299,-,5619
불로어울림 작은도서관,대구광역시 동구 팔공로24길 5,070-4214-0007,-,35.9096197,128.641853,http://www.donggu-lib.kr/,"매주 토요일, 일요일 / 관공서 공휴일",727065,-,5746
불암동작은도서관,경상남도 김해시 식만로389-5,055-336-7879,-,35.222348,128.926009,http://lib.gimhae.go.kr/03city/07_17_01.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148064,-,10855
비전작은도서관,경기도 평택시 평택5로 185,031-657-6931,-,36.996053,127.1032486,http://www.ptlib.go.kr/small/,"매주 월요일, 일요일 / 국경일, 국가가 정한 공휴일, 기타 관장이 인정하는 날",141318,-,49142
사2동 꿈을키우는도서관,경기도 안산시 상록구 영화5길 15,031-417-2707,-,37.27974,126.8511,https://lib.iansan.net/,매주 월요일 / 국경일(법정공휴일),141190,-,15412
사3동작은도서관,경기도 안산시 상록구 해양로 8,031-481-5774,-,37.29469,126.82009,https://lib.iansan.net/,"매주 토요일, 일요일 / 국경일(법정공휴일)",141478,-,10120
사랑나무가족도서관,경기도 부천시 계남로 336,032-661-3034,-,37.50069,126.78288,http://bcsl.go.kr/,매주 일요일 / 법정공휴일,141198,-,21465
산성도서관,대전광역시 중구 산서로62번길 53,042-220-0700,042-220-0799,36.2952803,127.3855744,http://www.djsecc.or.kr/Board/grsbbs.php?Bdb=library03,"매주 화요일 / 관공서의 공휴일, 대전학생교육문화원장이 필요하다고 인정할 때 임시휴관",125001,"일반열람실 - 08:00~22:00, 어린이/유아/종합/디지털자료실 - 09:00~18:00",60441
삼각산어린이도서관,서울특별시 강북구 삼양로19길 34,02-944-3190,02-987-0999,37.6151806,127.0206974,https://www.gblib.or.kr/kids/,"매월 둘째주, 넷째주 월요일 / 정부지정 공휴일, 특별한 사유로 관장이 필요하다고 인정한 경우",111465,평일 09:00 ~ 18:00 / 주말 09:00~17:30,21058
삼계로얄작은도서관,"경상남도 김해시 가야로60, 동원로얄듀크아파트 관리동 2층",055-311-2151,-,35.269517,128.865363,http://lib.gimhae.go.kr/03city/07_13_04.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148082,-,10821
삼계푸르지오작은도서관,"경상남도 김해시 가야로19, 푸르지오1차아파트 관리동 2층",055-339-7870,-,35.271318,128.862157,http://lib.gimhae.go.kr/03city/07_13_01.asp,"매주 월요일, 일요일 / 법정공휴일, 임시공휴일",148065,-,11987
삼성도서관,서울특별시 강남구 봉은사로 616,02-568-9984,02-568-9983,37.514345,127.062646,http://sslib.gangnam.go.kr/,"매월 둘째주, 넷째주 화요일 / 법정공휴일",711267,-,19536
삼척교육문화관,강원도 삼척시 진주로 48-41,033-570-5543,033-570-5501,37.445145,129.1650073,http://lib.gwe.go.kr/samleic/,"매주 월요일 / 관공서공휴일, 특별한 사유 발생시 관장이 지정한 날",142008,"종합자료실09:00~22:00/어린이,디지털자료실09:00~18:00/열람실08:00~23:00",286131
상대동 큰섬마을작은도서관,경상북도 포항시 남구 대해로91번길 22,054-283-0030,-,36.0233368,129.364019,http://phlib.pohang.go.kr/,"매주 월요일, 일요일 / 법정공휴일",147101,-,9009
상동역칙칙폭폭도서관,경기도 부천시 길주로 104,032-625-4786,-,37.5058136,126.753162,http://bcsl.go.kr/,"매주 토요일, 일요일 / 법정공휴일",741005,-,5965
상리작은도서관,경기도 연천군 연천읍 신망로 26,031-834-4448,-,38.1348533,127.0784262,http://library.yeoncheon.go.kr/,"매주 금요일, 일요일 / 공휴일",141391,-,3949
상림마을작은도서관,서울특별시 은평구 진관4로 48-25,02-383-7557,02-353-7557,37.3356296,127.2496605,http://www.eplib.or.kr/intro/lib01.asp,"매주 월요일 / 법정공휴일, 기타 도서관 사정에 의한 임시 휴관일",111126,오전 9:00~오후 6:00,40363
상현도서관,경기도 용인시 수지구 법조로 232,031-324-4121,031-324-4129,37.2993199,127.0735488,http://lib.yongin.go.kr/sanghyeon/,"매월 첫째주, 셋째주 월요일 / 명절(신정, 설연휴, 추석연휴), 법정공휴일(열람실만 개방), 도서관의 특별한 사정으로 인한 휴관",141556,종합자료실:평)09:00~22:00 주)09:00~17:00/유아.어린이자료실 평)09:00~18:00 주)09:00~17:00/열람실 07:00~24:00(공휴일 09:00~18:00),116804
생각이크는작은도서관,"경상남도 김해시 진영읍 김해대로361번길 31, 진영자이아파트 관리동 지하1층",055-346-4406,-,35.310164,128.728697,http://lib.gimhae.go.kr/03city/07_01_01.asp,"매주 수요일, 일요일 / 법정공휴일, 임시공휴일",148069,-,8764
서경로꿈마루도서관,서울특별시 성북구 서경로 94-1,02-6925-0300,02-909-7447,37.6114625,127.013862,https://www.sblib.seoul.kr/,"매주 월요일 / 일요일을 제외한 법정공휴일(단 일요일이 공휴일인 경우 휴관), 도서관 업무상 필요하여 관장이 지정한 날",111219,-,10572
서구어린이도서관,대전광역시 서구 정림동로 25,042-288-4830,042-288-5939,36.3050299,127.3684062,http://www.seogu.go.kr/learning/childlib/index.do,"매주 금요일 / 국경일, 정부에서 지정하는 공휴일",130007,10:00~19:00,58530
서귀포기적의도서관,제주특별자치도 서귀포시 일주동로 8593,064-732-3251,064-760-3729,33.2543478,126.5699445,http://lib.jeju.go.kr/,"매주 월요일 / 1월 1일, 설연휴, 추석연휴, 12월 31일, 임시 휴관일",149022,08시~19시,84168
서대문도서관,서울특별시 서대문구 모래내로 412,02-6948-2160,02-6948-2119,37.5834154,126.940849,http://sdmlib.sen.go.kr/,"매월 첫째주, 셋째주 화요일 / 일요일을 제외한 법정공휴일 / 도서관 사정으로 임시로 정하는 휴일",111016,"자율학습실 07:00～23:00(주말 07:00～22:00)/종합자료실 09:00～22:00, 어린이자료실 09:00～18:00, 디지털자료실 09:00～20:00(주말 09:00～17:00)",364503
서산시립도서관,충청남도 서산시 부춘공원2로 26,041-660-2588,041-662-3368,36.7883115,126.4492221,http://www.seosan.go.kr/citylib/index.do,"매주 월요일 / 국경일, 임시공휴일",144025,07:00 ~ 23:00 (동절기 08:00~23:00),337925
서울도서관,서울특별시 중구 세종대로 110,02-2133-0300,02-2133-0390,37.5663245,126.977752,http://lib.seoul.go.kr/,매주 월요일 / 공휴일,111314,"화~금( 9:00~21:00) / 토,일( 9:00~18:00 )",469965
서울시립어린이도서관,서울특별시 종로구 사직로 9길 7,02-731-2300,02-736-8914,37.5763001,126.968237,http://childlib.sen.go.kr/,"매월 첫째주, 셋째주 월요일 / 일요일을 제외한 법정공휴일, 도서관 사정으로 임시로 정하는 휴일",111017,"평일 09:00~18:00, 주말 09:00~17:00",502590
서울중구구립도서관,서울특별시 중구 신당2동 425-23,02-2280-8470,02-2285-4607,37.5563885,127.0108687,https://www.e-junggulib.or.kr/,연중무휴,111108,-,54632
서정작은도서관,경기도 평택시 서정로 202,031-611-3764,-,37.0661624,127.0557558,http://www.ptlib.go.kr/small/,"매주 월요일, 일요일 / 국경일, 국가가 정한 공휴일, 기타 관장이 인정하는 날",141320,-,32883
서초1동 작은도서관,서울특별시 서초구 사임당로 89,02-2155-7418,-,37.4901402,127.019511,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111224,-,13684
서초3동 작은도서관,서울특별시 서초구 반포대로 58,02-3472-7462,-,37.4856424,127.011525,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111250,-,16572
서초4동 작은도서관,서울특별시 서초구 서운로26길 3,02-2155-7499,-,37.502619,127.02221,http://public.seocholib.or.kr/,"매주 토요일, 일요일 / 법정공휴일",111251,-,11135
서초구립내곡도서관,서울 서초구 청계산로7길 9-20,02-3461-3007,-,37.4330582,127.0889946,http://naegok.seocholib.or.kr/,"매주 월요일 / 법정 공휴일, 임시 공휴일, 도서관장이 필요하다고 인정한 경우",111476,-,27058
서초구립반포도서관,서울특별시 서초구 고무래로 34,02-520-8700,02-520-8720,37.502493,127.012451,http://www.seocholib.or.kr/,"매주 월요일 / 법정공휴일, 도서관장이 필요하다고 인정한 경우",111377,(평일)09:00-22:00(어린이자료실은 09:00-18:00) (주말)09:00-17:00,132650
서초구립방배도서관,서울특별시 서초구 방배로 40,02-3471-3993,02-3471-3995,37.4803209,126.999037,http://public.seocholib.or.kr/,"매주 월요일 / 법정공휴일, 임시공휴일",111236,"화-금(09:00-21:00)/토,일(09:00-18:00)",7881
